song_group	added_at	is_local	primary_color	added_by.href	added_by.id	added_by.type	added_by.uri	added_by.external_urls.spotify	track.artists	track.available_markets	track.disc_number	track.duration_ms	track.episode	track.explicit	track.href	track.id	track.is_local	track.name	track.popularity	track.preview_url	track.track	track.track_number	track.type	track.uri	track.album.album_type	track.album.artists	track.album.available_markets	track.album.href	track.album.id	track.album.images	track.album.name	track.album.release_date	track.album.release_date_precision	track.album.total_tracks	track.album.type	track.album.uri	track.album.external_urls.spotify	track.external_ids.isrc	track.external_urls.spotify	video_thumbnail.url	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	type	uri	track_href	analysis_url	duration_ms	time_signature	id	value	year	release_date
popular	2017-06-29T19:54:14Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	07Cs882pDSCuggekDdmw4K	NA	Broken Hearted Me	47	NA	NA	NA	NA	NA	NA			NA	NA		Anne Murray The Best Of...So Far - 20 Greatest Hits	1994-01-01	NA	20	NA	NA	NA	NA	NA	NA	0.431	0.446	1	-8.493	1	0.0266	0.262	2.93e-6	0.134	0.0876	133.841	audio_features	spotify:track:07Cs882pDSCuggekDdmw4K	https://api.spotify.com/v1/tracks/07Cs882pDSCuggekDdmw4K	https://api.spotify.com/v1/audio-analysis/07Cs882pDSCuggekDdmw4K	238067	4	07Cs882pDSCuggekDdmw4K	NA	1980	1994
popular	2017-06-29T18:59:34Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	3Fejkexvwptt5wM7jqHj2a	NA	You Decorated My Life	0	NA	NA	NA	NA	NA	NA			NA	NA		A Love Song Collection	2008-01-01	NA	17	NA	NA	NA	NA	NA	NA	0.246	0.417	7	-9.088	1	0.0307	0.65	9.7e-6	0.0911	0.168	172.314	audio_features	spotify:track:3Fejkexvwptt5wM7jqHj2a	https://api.spotify.com/v1/tracks/3Fejkexvwptt5wM7jqHj2a	https://api.spotify.com/v1/audio-analysis/3Fejkexvwptt5wM7jqHj2a	219613	4	3Fejkexvwptt5wM7jqHj2a	NA	1980	2008
popular	2017-06-29T18:59:34Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	56vXknIYSyvrt1ydAfA1lZ	NA	Tusk	0	NA	NA	NA	NA	NA	NA			NA	NA		Tusk	1979-10-12	NA	20	NA	NA	NA	NA	NA	NA	0.614	0.623	0	-17.032	1	0.0775	0.237	0.726	0.452	0.96	180.512	audio_features	spotify:track:56vXknIYSyvrt1ydAfA1lZ	https://api.spotify.com/v1/tracks/56vXknIYSyvrt1ydAfA1lZ	https://api.spotify.com/v1/audio-analysis/56vXknIYSyvrt1ydAfA1lZ	210173	4	56vXknIYSyvrt1ydAfA1lZ	NA	1980	1979
popular	2017-06-29T18:59:34Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	1uxzFavoQSzR6NhzeSbHdM	NA	I Wanna Be Your Lover - Single Version	40	NA	NA	NA	NA	NA	NA			NA	NA		The Very Best of Prince	2001-07-30	NA	17	NA	NA	NA	NA	NA	NA	0.793	0.442	8	-11.293	0	0.0569	0.236	0.00176	0.0662	0.83	115.995	audio_features	spotify:track:1uxzFavoQSzR6NhzeSbHdM	https://api.spotify.com/v1/tracks/1uxzFavoQSzR6NhzeSbHdM	https://api.spotify.com/v1/audio-analysis/1uxzFavoQSzR6NhzeSbHdM	180080	3	1uxzFavoQSzR6NhzeSbHdM	NA	1980	2001
popular	2017-06-29T18:59:34Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	5n9zTTk1SwXD4jMIAHiDTI	NA	In America	0	NA	NA	NA	NA	NA	NA			NA	NA		Playlist: The Very Best Of The Charlie Daniels Band	1973	NA	14	NA	NA	NA	NA	NA	NA	0.619	0.885	5	-8.347	1	0.0557	0.0199	6.76e-6	0.109	0.842	117.697	audio_features	spotify:track:5n9zTTk1SwXD4jMIAHiDTI	https://api.spotify.com/v1/tracks/5n9zTTk1SwXD4jMIAHiDTI	https://api.spotify.com/v1/audio-analysis/5n9zTTk1SwXD4jMIAHiDTI	199560	4	5n9zTTk1SwXD4jMIAHiDTI	NA	1980	1973
popular	2017-06-29T18:59:34Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	5FvXMfGmOvqbkEYRtcKUzE	NA	Breakdown Dead Ahead	37	NA	NA	NA	NA	NA	NA			NA	NA		My Time: A Boz Scaggs Anthology (1969-1997)	1997	NA	33	NA	NA	NA	NA	NA	NA	0.597	0.753	7	-9.845	1	0.041	0.147	0.00103	0.327	0.438	146.321	audio_features	spotify:track:5FvXMfGmOvqbkEYRtcKUzE	https://api.spotify.com/v1/tracks/5FvXMfGmOvqbkEYRtcKUzE	https://api.spotify.com/v1/audio-analysis/5FvXMfGmOvqbkEYRtcKUzE	273867	4	5FvXMfGmOvqbkEYRtcKUzE	NA	1980	1997
popular	2017-06-29T18:59:34Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	4vT4qrrHHuDJO9E0AT4sgv	NA	Ships	18	NA	NA	NA	NA	NA	NA			NA	NA		The Essential Barry Manilow	2005-04-26	NA	34	NA	NA	NA	NA	NA	NA	0.281	0.326	8	-9.105	1	0.0307	0.569	0	0.125	0.0867	127.817	audio_features	spotify:track:4vT4qrrHHuDJO9E0AT4sgv	https://api.spotify.com/v1/tracks/4vT4qrrHHuDJO9E0AT4sgv	https://api.spotify.com/v1/audio-analysis/4vT4qrrHHuDJO9E0AT4sgv	240813	4	4vT4qrrHHuDJO9E0AT4sgv	NA	1980	2005
popular	2017-12-26T12:28:39Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	36psUsoODcqVG52lQIzDNy	NA	All Night Long - Live; 1999 Remaster	40	NA	NA	NA	NA	NA	NA			NA	NA		Eagles Live	1980-11-07	NA	15	NA	NA	NA	NA	NA	NA	0.45	0.888	9	-6.119	1	0.0398	0.0065	0.479	0.759	0.674	118.469	audio_features	spotify:track:36psUsoODcqVG52lQIzDNy	https://api.spotify.com/v1/tracks/36psUsoODcqVG52lQIzDNy	https://api.spotify.com/v1/audio-analysis/36psUsoODcqVG52lQIzDNy	334773	4	36psUsoODcqVG52lQIzDNy	NA	1980	1980
popular	2017-06-29T18:59:34Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	4mcZYzoGwPRDdhWVlygiHf	NA	Refugee	69	NA	NA	NA	NA	NA	NA			NA	NA		Damn The Torpedoes (Deluxe Edition)	1979-10-19	NA	18	NA	NA	NA	NA	NA	NA	0.579	0.705	6	-4.911	0	0.0339	0.0273	0	0.0704	0.761	116.173	audio_features	spotify:track:4mcZYzoGwPRDdhWVlygiHf	https://api.spotify.com/v1/tracks/4mcZYzoGwPRDdhWVlygiHf	https://api.spotify.com/v1/audio-analysis/4mcZYzoGwPRDdhWVlygiHf	201693	4	4mcZYzoGwPRDdhWVlygiHf	NA	1980	1979
popular	2017-12-26T12:50:18Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	0odIT9B9BvOCnXfS0e4lB5	NA	Bette Davis Eyes	80	NA	NA	NA	NA	NA	NA			NA	NA		Mistaken Identity	1981-01-01	NA	10	NA	NA	NA	NA	NA	NA	0.675	0.649	5	-10.271	1	0.0319	0.0204	0	0.0959	0.596	116.624	audio_features	spotify:track:0odIT9B9BvOCnXfS0e4lB5	https://api.spotify.com/v1/tracks/0odIT9B9BvOCnXfS0e4lB5	https://api.spotify.com/v1/audio-analysis/0odIT9B9BvOCnXfS0e4lB5	228000	4	0odIT9B9BvOCnXfS0e4lB5	NA	1981	1981
popular	2018-09-23T16:25:40Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	0FGxAEMIE5GhyFqFMHRWaO	NA	Endless Love - From ""The Endless Love"" Soundtrack	57	NA	NA	NA	NA	NA	NA			NA	NA		The Definitive Collection	2003	NA	20	NA	NA	NA	NA	NA	NA	0.456	0.332	10	-9.775	1	0.025	0.665	2.48e-4	0.138	0.237	93.633	audio_features	spotify:track:0FGxAEMIE5GhyFqFMHRWaO	https://api.spotify.com/v1/tracks/0FGxAEMIE5GhyFqFMHRWaO	https://api.spotify.com/v1/audio-analysis/0FGxAEMIE5GhyFqFMHRWaO	266267	4	0FGxAEMIE5GhyFqFMHRWaO	NA	1981	2003
popular	2017-06-29T20:13:04Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	3liZoKeEr6fosBe4fiIOyF	NA	Lady - Remastered 2006	0	NA	NA	NA	NA	NA	NA			NA	NA		Number Ones	2006-01-01	NA	16	NA	NA	NA	NA	NA	NA	0.455	0.267	3	-13.156	0	0.0311	0.633	4.65e-6	0.132	0.171	67.858	audio_features	spotify:track:3liZoKeEr6fosBe4fiIOyF	https://api.spotify.com/v1/tracks/3liZoKeEr6fosBe4fiIOyF	https://api.spotify.com/v1/audio-analysis/3liZoKeEr6fosBe4fiIOyF	231267	4	3liZoKeEr6fosBe4fiIOyF	NA	1981	2006
popular	2017-07-01T16:06:32Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	7tqQI7nmRAqX0g8bIYDXmF	NA	(Just Like) Starting Over - Remastered 2010	55	NA	NA	NA	NA	NA	NA			NA	NA		Double Fantasy	1980-11-17	NA	14	NA	NA	NA	NA	NA	NA	0.701	0.79	9	-6.16	1	0.0725	0.301	6.06e-5	0.179	0.421	99.104	audio_features	spotify:track:7tqQI7nmRAqX0g8bIYDXmF	https://api.spotify.com/v1/tracks/7tqQI7nmRAqX0g8bIYDXmF	https://api.spotify.com/v1/audio-analysis/7tqQI7nmRAqX0g8bIYDXmF	236547	4	7tqQI7nmRAqX0g8bIYDXmF	NA	1981	1980
popular	2017-06-29T20:13:04Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	1sH1EgYWUhN8KR3Nx2XYQa	NA	Jessie's Girl	25	NA	NA	NA	NA	NA	NA			NA	NA		Written In Rock: The Rick Springfield Anthology	2005	NA	42	NA	NA	NA	NA	NA	NA	0.726	0.85	2	-5.337	1	0.0512	0.168	0	0.123	0.814	131.64	audio_features	spotify:track:1sH1EgYWUhN8KR3Nx2XYQa	https://api.spotify.com/v1/tracks/1sH1EgYWUhN8KR3Nx2XYQa	https://api.spotify.com/v1/audio-analysis/1sH1EgYWUhN8KR3Nx2XYQa	195227	4	1sH1EgYWUhN8KR3Nx2XYQa	NA	1981	2005
popular	2017-06-29T20:13:04Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	67V2T2fOmI803Y6FS6OJzE	NA	Celebration	0	NA	NA	NA	NA	NA	NA			NA	NA		The Very Best Of Kool & The Gang	1999-01-01	NA	21	NA	NA	NA	NA	NA	NA	0.844	0.854	1	-5.187	1	0.0452	0.108	0.00794	0.0512	0.946	121.6	audio_features	spotify:track:67V2T2fOmI803Y6FS6OJzE	https://api.spotify.com/v1/tracks/67V2T2fOmI803Y6FS6OJzE	https://api.spotify.com/v1/audio-analysis/67V2T2fOmI803Y6FS6OJzE	221093	4	67V2T2fOmI803Y6FS6OJzE	NA	1981	1999
popular	2018-09-23T16:26:22Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	7cDzJyC95jtGO9zAeZsWOg	NA	Kiss on My List	66	NA	NA	NA	NA	NA	NA			NA	NA		Voices	1980	NA	11	NA	NA	NA	NA	NA	NA	0.815	0.741	0	-9.478	1	0.031	0.434	0.115	0.0689	0.965	121.221	audio_features	spotify:track:7cDzJyC95jtGO9zAeZsWOg	https://api.spotify.com/v1/tracks/7cDzJyC95jtGO9zAeZsWOg	https://api.spotify.com/v1/audio-analysis/7cDzJyC95jtGO9zAeZsWOg	264987	4	7cDzJyC95jtGO9zAeZsWOg	NA	1981	1980
popular	2017-06-29T20:13:04Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	0zvNHIL7ci0ZzIoWU6RO2u	NA	I Love a Rainy Night	67	NA	NA	NA	NA	NA	NA			NA	NA		All Time Greatest Hits	1991	NA	10	NA	NA	NA	NA	NA	NA	0.685	0.718	0	-7.724	1	0.0521	0.122	0	0.0556	0.958	131.463	audio_features	spotify:track:0zvNHIL7ci0ZzIoWU6RO2u	https://api.spotify.com/v1/tracks/0zvNHIL7ci0ZzIoWU6RO2u	https://api.spotify.com/v1/audio-analysis/0zvNHIL7ci0ZzIoWU6RO2u	191067	4	0zvNHIL7ci0ZzIoWU6RO2u	NA	1981	1991
popular	2017-06-29T20:13:04Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	5nzXa1PU1JZM5vY0JebVDE	NA	9 to 5	0	NA	NA	NA	NA	NA	NA			NA	NA		Greatest Hits	1989-07-03	NA	9	NA	NA	NA	NA	NA	NA	0.553	0.471	11	-15.318	1	0.053900000000000003	0.282	3.6e-4	0.115	0.751	104.2	audio_features	spotify:track:5nzXa1PU1JZM5vY0JebVDE	https://api.spotify.com/v1/tracks/5nzXa1PU1JZM5vY0JebVDE	https://api.spotify.com/v1/audio-analysis/5nzXa1PU1JZM5vY0JebVDE	165067	4	5nzXa1PU1JZM5vY0JebVDE	NA	1981	1989
popular	2017-06-29T20:13:04Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	3PzK9Rm8DANCry1ivpAuy7	NA	Keep on Loving You	0	NA	NA	NA	NA	NA	NA			NA	NA		Hi Infidelity	1980-11-21	NA	10	NA	NA	NA	NA	NA	NA	0.324	0.739	0	-5.826	1	0.0337	0.0386	0	0.168	0.417	174.585	audio_features	spotify:track:3PzK9Rm8DANCry1ivpAuy7	https://api.spotify.com/v1/tracks/3PzK9Rm8DANCry1ivpAuy7	https://api.spotify.com/v1/audio-analysis/3PzK9Rm8DANCry1ivpAuy7	202573	4	3PzK9Rm8DANCry1ivpAuy7	NA	1981	1980
popular	2017-06-29T20:13:04Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	375ntCG12wzCyfzclwYFwG	NA	Believe It or Not (Theme from ""Greatest American Hero"")	56	NA	NA	NA	NA	NA	NA			NA	NA		America's Greatest Hero	1981	NA	10	NA	NA	NA	NA	NA	NA	0.521	0.743	2	-5.903	1	0.0338	0.249	0	0.096	0.451	117.129	audio_features	spotify:track:375ntCG12wzCyfzclwYFwG	https://api.spotify.com/v1/tracks/375ntCG12wzCyfzclwYFwG	https://api.spotify.com/v1/audio-analysis/375ntCG12wzCyfzclwYFwG	195293	4	375ntCG12wzCyfzclwYFwG	NA	1981	1981
popular	2017-06-29T20:13:04Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	6CEKntwndUlmWhSRflWA5X	NA	Morning Train (Nine to Five)	53	NA	NA	NA	NA	NA	NA			NA	NA		Greatest Hits	1995-04-01	NA	10	NA	NA	NA	NA	NA	NA	0.797	0.511	8	-10.618	1	0.0552	0.686	0	0.122	0.804	121.874	audio_features	spotify:track:6CEKntwndUlmWhSRflWA5X	https://api.spotify.com/v1/tracks/6CEKntwndUlmWhSRflWA5X	https://api.spotify.com/v1/audio-analysis/6CEKntwndUlmWhSRflWA5X	200973	4	6CEKntwndUlmWhSRflWA5X	NA	1981	1995
popular	2017-06-29T20:13:04Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	4xY0ySGvoW8pBWBk2NjVip	NA	Being With You - Single Version	0	NA	NA	NA	NA	NA	NA			NA	NA		The Solo Anthology	2001-09-25	NA	31	NA	NA	NA	NA	NA	NA	0.608	0.476	0	-9.937	0	0.0259	0.726	8.44e-5	0.204	0.496	108.338	audio_features	spotify:track:4xY0ySGvoW8pBWBk2NjVip	https://api.spotify.com/v1/tracks/4xY0ySGvoW8pBWBk2NjVip	https://api.spotify.com/v1/audio-analysis/4xY0ySGvoW8pBWBk2NjVip	249800	4	4xY0ySGvoW8pBWBk2NjVip	NA	1981	2001
popular	2017-06-29T20:13:04Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	2c2DZHcSLqfCfGEkRMVt1T	NA	Queen Of Hearts	45	NA	NA	NA	NA	NA	NA			NA	NA		Angel Of The Morning	2007-01-01	NA	4	NA	NA	NA	NA	NA	NA	0.7	0.85	2	-8.351	1	0.0592	0.0946	1.14e-6	0.122	0.971	168.835	audio_features	spotify:track:2c2DZHcSLqfCfGEkRMVt1T	https://api.spotify.com/v1/tracks/2c2DZHcSLqfCfGEkRMVt1T	https://api.spotify.com/v1/audio-analysis/2c2DZHcSLqfCfGEkRMVt1T	203317	4	2c2DZHcSLqfCfGEkRMVt1T	NA	1981	2007
popular	2017-06-29T20:13:04Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	6F2vo4sxRNQ58VYe3pdiaL	NA	Rapture	59	NA	NA	NA	NA	NA	NA			NA	NA		Greatest Hits: Blondie	2006-01-01	NA	18	NA	NA	NA	NA	NA	NA	0.724	0.704	11	-8.258	0	0.0511	0.113	0.00425	0.466	0.96	107.486	audio_features	spotify:track:6F2vo4sxRNQ58VYe3pdiaL	https://api.spotify.com/v1/tracks/6F2vo4sxRNQ58VYe3pdiaL	https://api.spotify.com/v1/audio-analysis/6F2vo4sxRNQ58VYe3pdiaL	299373	4	6F2vo4sxRNQ58VYe3pdiaL	NA	1981	2006
popular	2017-06-29T20:13:04Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	40SLZpTphbzARSTdEhMrax	NA	A Woman Needs Love (Just Like You Do)	25	NA	NA	NA	NA	NA	NA			NA	NA		Arista Heritage Series: Ray Parker	2000-02-08	NA	11	NA	NA	NA	NA	NA	NA	0.742	0.482	6	-11.618	0	0.0316	0.268	0	0.361	0.725	91.891	audio_features	spotify:track:40SLZpTphbzARSTdEhMrax	https://api.spotify.com/v1/tracks/40SLZpTphbzARSTdEhMrax	https://api.spotify.com/v1/audio-analysis/40SLZpTphbzARSTdEhMrax	245973	4	40SLZpTphbzARSTdEhMrax	NA	1981	2000
popular	2017-06-29T20:13:04Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	4Wljbzc4Zg0Vxv4QAM3tYB	NA	The Tide Is High - Edit	43	NA	NA	NA	NA	NA	NA			NA	NA		Greatest Hits: Blondie	2006-01-01	NA	18	NA	NA	NA	NA	NA	NA	0.78	0.665	11	-7.233	1	0.0257	0.051	0.0454	0.111	0.963	96.951	audio_features	spotify:track:4Wljbzc4Zg0Vxv4QAM3tYB	https://api.spotify.com/v1/tracks/4Wljbzc4Zg0Vxv4QAM3tYB	https://api.spotify.com/v1/audio-analysis/4Wljbzc4Zg0Vxv4QAM3tYB	232800	4	4Wljbzc4Zg0Vxv4QAM3tYB	NA	1981	2006
popular	2017-06-29T20:13:04Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	70AhDADPvD8cRhjfgBUjhZ	NA	Just The Two Of Us	0	NA	NA	NA	NA	NA	NA			NA	NA		Love's Greatest Hits	2006-01-01	NA	19	NA	NA	NA	NA	NA	NA	0.787	0.326	1	-14.809	1	0.0836	0.42	0.0265	0.0514	0.608	95.892	audio_features	spotify:track:70AhDADPvD8cRhjfgBUjhZ	https://api.spotify.com/v1/tracks/70AhDADPvD8cRhjfgBUjhZ	https://api.spotify.com/v1/audio-analysis/70AhDADPvD8cRhjfgBUjhZ	237667	4	70AhDADPvD8cRhjfgBUjhZ	NA	1981	2006
popular	2017-06-29T20:13:04Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	0woCEywARpK9rZvyaEDimi	NA	Slow Hand	32	NA	NA	NA	NA	NA	NA			NA	NA		Fire! The Very Best of The Pointer Sisters	1989-09-21	NA	36	NA	NA	NA	NA	NA	NA	0.83	0.464	6	-11.407	1	0.0375	0.286	5.45e-6	0.0549	0.362	110.804	audio_features	spotify:track:0woCEywARpK9rZvyaEDimi	https://api.spotify.com/v1/tracks/0woCEywARpK9rZvyaEDimi	https://api.spotify.com/v1/audio-analysis/0woCEywARpK9rZvyaEDimi	231689	4	0woCEywARpK9rZvyaEDimi	NA	1981	1989
popular	2017-07-01T16:09:10Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	3VyJPsb2ucaaVptLSDpJNH	NA	I Love You	55	NA	NA	NA	NA	NA	NA			NA	NA		Flying the Flag	1980	NA	10	NA	NA	NA	NA	NA	NA	0.559	0.446	10	-8.805	1	0.0349	0.608	1.31e-4	0.0902	0.239	131.792	audio_features	spotify:track:3VyJPsb2ucaaVptLSDpJNH	https://api.spotify.com/v1/tracks/3VyJPsb2ucaaVptLSDpJNH	https://api.spotify.com/v1/audio-analysis/3VyJPsb2ucaaVptLSDpJNH	245452	4	3VyJPsb2ucaaVptLSDpJNH	NA	1981	1980
popular	2017-07-01T16:09:35Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	0GGxVTb0UwDwdaKNjBdCn3	NA	Woman - Remastered 2010	73	NA	NA	NA	NA	NA	NA			NA	NA		Double Fantasy: Stripped Down	1980-11-17	NA	28	NA	NA	NA	NA	NA	NA	0.588	0.656	3	-6.373	1	0.0224	0.378	0.00227	0.042	0.746	79.701	audio_features	spotify:track:0GGxVTb0UwDwdaKNjBdCn3	https://api.spotify.com/v1/tracks/0GGxVTb0UwDwdaKNjBdCn3	https://api.spotify.com/v1/audio-analysis/0GGxVTb0UwDwdaKNjBdCn3	212933	4	0GGxVTb0UwDwdaKNjBdCn3	NA	1981	1980
popular	2017-06-29T20:13:04Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	4FwOQZ6L39ZyHYwmPwlJZw	NA	Sukiyaki - Remastered	41	NA	NA	NA	NA	NA	NA			NA	NA		Twice As Sweet	1980-08-01	NA	9	NA	NA	NA	NA	NA	NA	0.552	0.387	3	-10.147	1	0.031	0.85	1.65e-5	0.113	0.227	135.874	audio_features	spotify:track:4FwOQZ6L39ZyHYwmPwlJZw	https://api.spotify.com/v1/tracks/4FwOQZ6L39ZyHYwmPwlJZw	https://api.spotify.com/v1/audio-analysis/4FwOQZ6L39ZyHYwmPwlJZw	225067	4	4FwOQZ6L39ZyHYwmPwlJZw	NA	1981	1980
popular	2017-06-29T20:13:04Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	5He05uEYvu0f3B8JjAcBom	NA	The Winner Takes It All	0	NA	NA	NA	NA	NA	NA			NA	NA		The Albums	2008-01-01	NA	99	NA	NA	NA	NA	NA	NA	0.435	0.786	6	-6.333	1	0.0364	0.26	0.0069	0.0353	0.528	126.48	audio_features	spotify:track:5He05uEYvu0f3B8JjAcBom	https://api.spotify.com/v1/tracks/5He05uEYvu0f3B8JjAcBom	https://api.spotify.com/v1/audio-analysis/5He05uEYvu0f3B8JjAcBom	296160	4	5He05uEYvu0f3B8JjAcBom	NA	1981	2008
popular	2017-07-01T16:13:08Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	3MJOiicdOtPcXg0uuvM1VL	NA	Stars On 45 - Original Single Version	45	NA	NA	NA	NA	NA	NA			NA	NA		Stars On 45	1981-09-08	NA	2	NA	NA	NA	NA	NA	NA	0.734	0.784	7	-5.84	1	0.0527	0.19	3.75e-6	0.621	0.963	123.086	audio_features	spotify:track:3MJOiicdOtPcXg0uuvM1VL	https://api.spotify.com/v1/tracks/3MJOiicdOtPcXg0uuvM1VL	https://api.spotify.com/v1/audio-analysis/3MJOiicdOtPcXg0uuvM1VL	286667	4	3MJOiicdOtPcXg0uuvM1VL	NA	1981	1981
popular	2017-07-01T16:14:27Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	11y8GSP2ASv8S9n0FiiDva	NA	Angel Of The Morning	61	NA	NA	NA	NA	NA	NA			NA	NA		Juice	1981-01-01	NA	10	NA	NA	NA	NA	NA	NA	0.452	0.313	8	-9.309	1	0.026	0.433	2.6e-5	0.0772	0.344	75.806	audio_features	spotify:track:11y8GSP2ASv8S9n0FiiDva	https://api.spotify.com/v1/tracks/11y8GSP2ASv8S9n0FiiDva	https://api.spotify.com/v1/audio-analysis/11y8GSP2ASv8S9n0FiiDva	250440	4	11y8GSP2ASv8S9n0FiiDva	NA	1981	1981
popular	2017-06-29T20:13:04Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	1GcPgAM56VA4w1WIyV7OI6	NA	Love On The Rocks	0	NA	NA	NA	NA	NA	NA			NA	NA		THE GREATEST HITS 1966 - 1992	1973	NA	37	NA	NA	NA	NA	NA	NA	0.331	0.186	9	-16.986	0	0.0375	0.877	1.23e-5	0.0854	0.185	128.54	audio_features	spotify:track:1GcPgAM56VA4w1WIyV7OI6	https://api.spotify.com/v1/tracks/1GcPgAM56VA4w1WIyV7OI6	https://api.spotify.com/v1/audio-analysis/1GcPgAM56VA4w1WIyV7OI6	219267	4	1GcPgAM56VA4w1WIyV7OI6	NA	1981	1973
popular	2017-06-29T20:13:04Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	3mI9Z256VhQI6VAHRxFqUf	NA	Every Woman in the World	47	NA	NA	NA	NA	NA	NA			NA	NA		Ultimate Air Supply	2003-05-29	NA	18	NA	NA	NA	NA	NA	NA	0.485	0.555	9	-6.928	1	0.0279	0.201	0	0.11	0.364	78.085	audio_features	spotify:track:3mI9Z256VhQI6VAHRxFqUf	https://api.spotify.com/v1/tracks/3mI9Z256VhQI6VAHRxFqUf	https://api.spotify.com/v1/audio-analysis/3mI9Z256VhQI6VAHRxFqUf	208000	4	3mI9Z256VhQI6VAHRxFqUf	NA	1981	2003
popular	2017-06-29T20:13:04Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	3LlWpVyPuoC8DIEDOZ2G72	NA	The One That You Love	40	NA	NA	NA	NA	NA	NA			NA	NA		Ultimate Air Supply	2003-05-29	NA	18	NA	NA	NA	NA	NA	NA	0.424	0.421	0	-7.949	1	0.0277	0.589	0	0.339	0.188	109.048	audio_features	spotify:track:3LlWpVyPuoC8DIEDOZ2G72	https://api.spotify.com/v1/tracks/3LlWpVyPuoC8DIEDOZ2G72	https://api.spotify.com/v1/audio-analysis/3LlWpVyPuoC8DIEDOZ2G72	253800	4	3LlWpVyPuoC8DIEDOZ2G72	NA	1981	2003
popular	2017-06-29T20:13:04Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	60mGckXEG1EzR4VmjYLfEW	NA	Guilty (feat. Barry Gibb)	67	NA	NA	NA	NA	NA	NA			NA	NA		Guilty	1980-09-23	NA	9	NA	NA	NA	NA	NA	NA	0.626	0.425	0	-15.656	1	0.0356	0.231	0	0.114	0.952	150.875	audio_features	spotify:track:60mGckXEG1EzR4VmjYLfEW	https://api.spotify.com/v1/tracks/60mGckXEG1EzR4VmjYLfEW	https://api.spotify.com/v1/audio-analysis/60mGckXEG1EzR4VmjYLfEW	264333	4	60mGckXEG1EzR4VmjYLfEW	NA	1981	1980
popular	2017-07-01T16:15:42Z	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	7GRUpcvSQM9HrnC2CjYPG4	NA	The Best Of Times	57	NA	NA	NA	NA	NA	NA			NA	NA		Paradise Theatre	1981-01-01	NA	11	NA	NA	NA	NA	NA	NA	0.341	0.324	0	-11.864	1	0.025	0.13	1.11e-6	0.134	0.321	78.662	audio_features	spotify:track:7GRUpcvSQM9HrnC2CjYPG4	https://api.spotify.com/v1/tracks/7GRUpcvSQM9HrnC2CjYPG4	https://api.spotify.com/v1/audio-analysis/7GRUpcvSQM9HrnC2CjYPG4	257867	4	7GRUpcvSQM9HrnC2CjYPG4	NA	1981	1981
