danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	type	id	uri	track_href	analysis_url	duration_ms	time_signature
0.765	0.712	11	-7.283	1	0.094	0.0587	0	0.216	0.772	99.989	audio_features	2C5Jh8BdpbWLdQPa3Wni4u	spotify:track:2C5Jh8BdpbWLdQPa3Wni4u	https://api.spotify.com/v1/tracks/2C5Jh8BdpbWLdQPa3Wni4u	https://api.spotify.com/v1/audio-analysis/2C5Jh8BdpbWLdQPa3Wni4u	263587	4
0.512	0.907	9	-3.952	0	0.105	4.06e-4	0.335	0.385	0.454	117.875	audio_features	0ALOiV7d30fYpbO91GBKxh	spotify:track:0ALOiV7d30fYpbO91GBKxh	https://api.spotify.com/v1/tracks/0ALOiV7d30fYpbO91GBKxh	https://api.spotify.com/v1/audio-analysis/0ALOiV7d30fYpbO91GBKxh	198720	4
0.263	0.59	0	-5.502	1	0.0313	0.115	0.00365	0.12	0.283	119.314	audio_features	07NFBbVVXQNocsq1UPAXfs	spotify:track:07NFBbVVXQNocsq1UPAXfs	https://api.spotify.com/v1/tracks/07NFBbVVXQNocsq1UPAXfs	https://api.spotify.com/v1/audio-analysis/07NFBbVVXQNocsq1UPAXfs	257760	3
0.504	0.365	2	-8.243	1	0.0335	0.9	0.963	0.151	0.639	115.848	audio_features	6ZHVBxV4TItL8pwMwMKhc4	spotify:track:6ZHVBxV4TItL8pwMwMKhc4	https://api.spotify.com/v1/tracks/6ZHVBxV4TItL8pwMwMKhc4	https://api.spotify.com/v1/audio-analysis/6ZHVBxV4TItL8pwMwMKhc4	258547	4
0.408	0.903	7	-5.918	1	0.0692	0.00996	0	0.865	0.275	124.486	audio_features	7g7UhyZKy4G1OjFWcUP0a0	spotify:track:7g7UhyZKy4G1OjFWcUP0a0	https://api.spotify.com/v1/tracks/7g7UhyZKy4G1OjFWcUP0a0	https://api.spotify.com/v1/audio-analysis/7g7UhyZKy4G1OjFWcUP0a0	224360	4
0.58	0.932	11	-8.944	0	0.0445	0.0144	0.833	0.0703	0.805	159.982	audio_features	6RauFlTo6lSesKZTlRtRk7	spotify:track:6RauFlTo6lSesKZTlRtRk7	https://api.spotify.com/v1/tracks/6RauFlTo6lSesKZTlRtRk7	https://api.spotify.com/v1/audio-analysis/6RauFlTo6lSesKZTlRtRk7	280160	4
0.6	0.767	2	-5.769	1	0.0634	0.0018600000000000001	0.213	0.147	0.0621	193.821	audio_features	2pZP2KO9koItrUROp2K9Qb	spotify:track:2pZP2KO9koItrUROp2K9Qb	https://api.spotify.com/v1/tracks/2pZP2KO9koItrUROp2K9Qb	https://api.spotify.com/v1/audio-analysis/2pZP2KO9koItrUROp2K9Qb	265760	4
0.742	0.839	11	-1.505	0	0.0356	0.0231	5.5e-5	0.139	0.594	130.044	audio_features	7wgNoNErbQICsfo3dR9veh	spotify:track:7wgNoNErbQICsfo3dR9veh	https://api.spotify.com/v1/tracks/7wgNoNErbQICsfo3dR9veh	https://api.spotify.com/v1/audio-analysis/7wgNoNErbQICsfo3dR9veh	194360	4
0.673	0.833	7	-12.584	1	0.0393	0.817	0.703	0.182	0.923	136.13	audio_features	6zGWaD5GmvD0eEboyjdXqo	spotify:track:6zGWaD5GmvD0eEboyjdXqo	https://api.spotify.com/v1/tracks/6zGWaD5GmvD0eEboyjdXqo	https://api.spotify.com/v1/audio-analysis/6zGWaD5GmvD0eEboyjdXqo	146827	4
0.595	0.722	0	-7.328	1	0.0362	0.765	0	0.126	0.485	119.885	audio_features	1O64iW0mscq4ALesmxdltj	spotify:track:1O64iW0mscq4ALesmxdltj	https://api.spotify.com/v1/tracks/1O64iW0mscq4ALesmxdltj	https://api.spotify.com/v1/audio-analysis/1O64iW0mscq4ALesmxdltj	186600	4
0.495	0.419	8	-9.45	1	0.0299	0.574	0	0.132	0.172	153.013	audio_features	2BUNvc403JmOBfdzaOP2Qv	spotify:track:2BUNvc403JmOBfdzaOP2Qv	https://api.spotify.com/v1/tracks/2BUNvc403JmOBfdzaOP2Qv	https://api.spotify.com/v1/audio-analysis/2BUNvc403JmOBfdzaOP2Qv	287666	3
